JJ_CTRL_1	BM_CTRL_2	BM_CTRL_3	BM_AMIL_1	BM_AMIL_2	BM_AMIL_3	BM_CTRL_1	JJ_CTRL_2	JJ_CTRL_3	JJ_AMIL_1	JJ_AMIL_2	JJ_AMIL_3	BM_TG_1	BM_TG_2	BM_TG_3	JJ_TG_1	JJ_TG_2	JJ_TG_3
ENSG00000214796	13	15	21	3	2	1	6	9	7	5	1	5	8	3	5	3	8	8
ENSG00000214797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214803	1	1	2	5	1	3	1	1	2	1	0	3	0	0	1	0	5	2
ENSG00000214807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214810	14	13	18	16	11	4	23	10	25	22	13	13	0	0	0	0	0	0
ENSG00000214812	143	193	208	349	334	245	52	70	31	51	79	135	0	0	0	0	0	0
ENSG00000214814	0	0	0	0	1	1	0	0	0	0	0	0	1	2	1	0	0	0
ENSG00000214815	0	6	5	3	1	1	1	2	2	1	2	1	0	0	0	0	0	0
ENSG00000214819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214820	213	272	327	154	175	118	538	759	489	380	502	569	0	0	0	1	0	1
ENSG00000214821	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214825	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000214826	534	580	759	403	463	215	490	598	393	399	620	792	824	504	741	742	1326	829
ENSG00000214827	100	137	147	40	56	39	56	42	24	32	55	76	166	127	178	58	91	57
ENSG00000214832	474	651	763	493	513	362	76	97	53	58	81	131	8	12	22	5	3	5
ENSG00000214835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214837	0	0	2	3	3	1	4	4	2	5	7	8	36	37	34	25	61	37
ENSG00000214841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214842	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000214843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214846	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214857	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
ENSG00000214860	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000214866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214867	0	0	1	8	1	0	0	0	1	0	2	0	0	0	0	0	0	0
ENSG00000214869	0	1	1	0	0	0	0	5	0	0	1	3	0	0	0	0	0	0
ENSG00000214870	3	4	6	2	1	0	0	1	0	0	0	0	23	23	29	0	1	0
ENSG00000214871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214872	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214875	0	0	0	0	0	0	1	2	0	0	1	1	0	0	1	1	2	3
ENSG00000214878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214880	0	0	0	0	0	0	8	3	8	2	3	7	0	1	0	5	20	8
ENSG00000214881	576	708	893	273	307	209	553	948	584	525	879	920	0	0	0	0	0	0
ENSG00000214883	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214888	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000214889	0	0	2	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0
ENSG00000214890	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000214891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214892	85	130	110	153	138	100	61	76	56	66	75	88	0	0	0	0	0	0
ENSG00000214894	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214896	1	2	2	2	0	2	0	6	0	1	0	1	0	0	0	0	0	0
ENSG00000214897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214900	30	45	45	40	45	28	6	14	6	8	5	24	51	49	43	7	17	13
ENSG00000214903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214904	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000214908	3	5	6	11	4	0	2	2	1	0	0	0	0	0	0	0	0	0
ENSG00000214914	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000214915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214917	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214919	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	2	1	1
ENSG00000214921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214922	0	0	0	0	0	0	3	3	6	4	4	1	0	0	0	1	4	7
ENSG00000214925	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214929	0	0	0	2	4	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000214930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214940	0	0	0	0	0	0	0	0	0	0	0	0	16	6	14	9	22	7
ENSG00000214941	120	156	169	101	77	62	380	388	271	290	453	509	339	262	375	595	1007	697
ENSG00000214942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214944	150	224	249	321	374	255	3	3	8	6	9	10	113	118	142	5	5	3
ENSG00000214946	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000214954	56	124	100	117	95	60	14	31	24	11	29	38	117	80	96	26	49	31
ENSG00000214955	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	2	1	0
ENSG00000214960	0	0	0	0	1	0	32	49	18	31	49	57	0	0	1	39	56	33
ENSG00000214961	41	63	75	65	64	34	32	28	31	12	37	47	0	0	0	0	0	0
ENSG00000214967	0	0	0	0	0	1	0	0	0	0	0	0	30	20	26	4	18	13
ENSG00000214970	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0
ENSG00000214973	962	1604	2131	2018	1327	1251	450	623	381	445	517	652	0	0	0	0	0	0
ENSG00000214975	507	899	1091	973	1058	564	298	513	295	255	583	511	16	15	7	6	7	6
ENSG00000214976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214980	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0
ENSG00000214982	88	89	114	200	227	160	81	85	79	99	140	143	126	112	161	89	142	114
ENSG00000214985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214988	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214998	21	17	39	6	2	20	19	7	1	13	5	21	0	0	0	0	0	0
ENSG00000214999	119	214	241	162	182	90	51	64	27	39	62	83	188	145	185	35	78	50
ENSG00000215000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215003	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215004	3	2	5	3	3	2	2	2	0	0	1	0	0	0	0	0	0	0
ENSG00000215005	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
ENSG00000215006	7	26	27	33	18	4	6	22	6	2	6	6	1	0	0	0	1	0
ENSG00000215007	115	127	174	166	350	156	282	110	131	169	115	125	0	0	0	0	0	0
ENSG00000215009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215012	690	959	1216	114	76	42	1549	2037	1207	977	1680	2077	830	688	899	1255	2154	1455
ENSG00000215014	2	9	2	1	2	1	12	15	7	5	9	6	2	2	1	4	11	4
ENSG00000215016	4	10	4	17	10	4	4	9	4	3	2	8	0	0	0	0	0	0
ENSG00000215018	74	88	141	204	176	159	0	0	0	0	0	1	249	175	238	0	2	3
ENSG00000215020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215021	13086	19037	20546	6228	7826	4663	6007	7019	3539	4713	6702	5550	11908	11452	14738	5097	7632	5441
ENSG00000215022	11	22	27	12	15	6	13	27	15	8	21	25	44	47	60	41	55	45
ENSG00000215023	2	2	6	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
ENSG00000215024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215030	6335	10424	10428	7499	7534	4654	10572	14939	12388	7044	8854	13053	697	570	562	166	135	262
ENSG00000215032	1	1	2	4	1	0	1	2	3	1	1	2	0	1	2	1	2	0
ENSG00000215033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215035	8	16	21	10	1	0	8	13	9	1	15	10	0	0	0	0	0	0
ENSG00000215037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000215039	41	66	85	161	203	121	90	132	78	60	109	135	141	183	175	56	134	98
ENSG00000215041	644	833	1048	974	1125	691	434	518	352	449	723	909	912	709	914	511	777	594
ENSG00000215043	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000215044	1	1	5	0	0	2	1	0	0	0	2	2	0	0	0	0	0	0
ENSG00000215045	11	21	22	10	8	1	1	3	2	2	1	1	28	15	26	0	3	2
ENSG00000215046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215049	50	65	128	33	8	30	49	120	57	43	94	91	0	0	0	0	0	0
ENSG00000215054	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000215057	2	6	6	2	3	0	3	6	3	2	5	2	0	0	0	0	0	0
ENSG00000215063	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000215065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215067	75	124	121	89	104	91	43	56	35	32	48	62	133	119	147	72	125	75
ENSG00000215068	0	0	0	1	0	0	118	163	88	170	276	483	0	0	0	181	299	193
ENSG00000215070	0	0	1	1	2	2	1	2	2	0	1	1	0	0	0	0	0	0
ENSG00000215085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215086	858	1314	1243	1214	1122	787	1186	1981	933	848	1438	1433	0	0	0	0	2	0
ENSG00000215088	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000215089	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000215093	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
ENSG00000215094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215102	230	335	428	425	514	320	347	390	275	295	506	473	0	0	0	0	0	0
ENSG00000215104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215105	1714	2317	2893	1266	1304	856	1128	1543	1035	533	995	1042	41	28	44	31	45	26
ENSG00000215110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215114	1247	1885	2377	4301	5234	4214	1863	2654	1653	2350	4102	4458	2716	2531	3194	2492	4526	3200
ENSG00000215115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215120	1	1	7	8	21	20	0	0	0	1	1	2	3	1	2	1	1	1
ENSG00000215124	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000215126	0	0	1	1	0	2	0	0	0	0	0	1	24	22	24	8	23	10
ENSG00000215127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215146	516	849	955	601	678	467	15	16	13	10	10	21	497	357	506	7	27	6
ENSG00000215148	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215154	81	112	119	103	139	78	65	67	41	59	78	88	594	545	602	136	253	163
ENSG00000215156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215158	87	158	204	112	118	64	93	149	99	59	110	144	250	224	282	140	328	213
ENSG00000215159	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000215160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215165	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
ENSG00000215168	1	1	1	0	1	0	0	1	0	2	1	2	0	0	0	0	0	0
ENSG00000215174	2	0	0	0	0	1	1	0	1	0	5	0	2	0	0	3	1	0
ENSG00000215177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215179	28	52	50	29	33	34	35	76	49	7	58	56	0	0	0	0	0	0
ENSG00000215182	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215183	8	8	10	5	2	1	0	0	1	0	2	1	8	3	10	2	1	1
ENSG00000215184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215187	0	3	0	0	1	1	0	2	1	1	6	3	4	5	13	2	2	1
ENSG00000215190	419	635	728	325	309	263	496	563	320	348	607	621	648	657	727	635	886	618
ENSG00000215193	1106	1510	1820	946	991	762	2002	2702	1656	1449	2435	2482	1628	1362	1800	1904	3216	2118
ENSG00000215196	0	0	0	0	0	0	1	2	0	0	0	4	0	0	0	0	1	1
ENSG00000215197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215198	33	63	71	33	55	32	3	5	0	2	6	8	0	0	0	0	0	0
ENSG00000215199	0	0	1	6	2	0	0	6	1	1	1	3	0	0	0	0	1	0
ENSG00000215203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215210	228	240	315	245	241	133	125	187	101	61	134	103	16	18	8	0	1	1
ENSG00000215217	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
ENSG00000215218	1	1	0	5	0	0	3026	3445	2466	1667	2663	2662	0	0	0	1648	2538	1836
ENSG00000215221	9	16	15	7	10	6	12	12	6	1	15	12	8	11	10	9	10	7
ENSG00000215223	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215237	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000215241	34	40	53	17	18	9	0	1	0	1	2	0	36	34	48	0	2	1
ENSG00000215244	3	4	3	0	2	0	0	2	1	3	0	0	2	0	1	0	0	0
ENSG00000215246	364	476	662	487	486	298	9	15	7	9	12	15	307	207	344	0	14	6
ENSG00000215251	2537	3680	4580	3987	5211	3984	1705	1995	1161	1648	2810	2968	2730	2292	2769	1262	2061	1491
ENSG00000215252	522	961	1347	491	614	376	516	725	455	184	362	517	731	380	530	296	814	465
ENSG00000215256	1043	1486	1893	1022	1144	710	548	860	502	366	694	737	1424	1350	1663	560	896	576
ENSG00000215262	0	0	0	0	0	0	3	1	1	2	0	1	0	0	0	4	3	1
ENSG00000215263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215267	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000215268	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000215269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215270	56	99	74	90	57	70	69	57	41	69	87	98	0	1	0	0	0	0
ENSG00000215271	960	1347	1733	1185	1220	732	761	1001	662	800	1337	1455	964	833	1076	577	931	639
ENSG00000215274	2	1	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0
ENSG00000215277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000215278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215283	24	45	48	32	23	39	36	49	35	18	31	35	0	0	0	0	0	0
ENSG00000215284	99	138	199	297	156	127	88	104	56	125	178	169	0	0	0	0	0	0
ENSG00000215286	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000215288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215301	10555	14567	19070	14300	15004	10131	12993	16855	11394	13996	23375	24604	9740	6781	9429	10874	18547	13090
ENSG00000215302	0	0	0	0	1	0	1	1	1	1	3	3	7	3	2	2	7	7
ENSG00000215304	0	0	0	0	0	0	0	0	0	0	0	0	5	3	5	0	0	0
ENSG00000215305	381	592	768	637	712	476	789	1060	662	950	1565	1556	1135	1018	1247	1508	2375	1681
ENSG00000215306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215307	0	2	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0
ENSG00000215310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215311	59	43	54	61	54	27	62	98	45	36	67	82	0	0	0	0	0	0
ENSG00000215313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215317	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000215319	210	270	327	489	376	378	238	321	191	221	187	170	0	0	0	0	0	0
ENSG00000215323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215325	21	27	56	114	64	67	4	7	5	6	6	2	0	0	0	0	0	0
ENSG00000215326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215346	0	0	1	0	1	0	0	4	0	0	1	3	0	0	0	0	0	0
ENSG00000215347	6	16	17	26	8	2	2	16	1	1	2	12	0	0	0	0	0	0
ENSG00000215349	932	1573	2077	1697	1743	1909	1477	1455	787	1180	1819	913	0	1	0	1	1	0
ENSG00000215351	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215353	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000215354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215356	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000215357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215367	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0
ENSG00000215368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215374	0	0	0	0	0	0	1	1	2	2	0	1	0	0	1	2	3	3
ENSG00000215375	115	84	119	20	21	9	83	98	72	24	51	60	99	78	74	105	155	115
ENSG00000215378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215381	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000215386	48	80	117	88	114	52	17	26	16	26	58	37	165	138	194	93	171	93
ENSG00000215388	6	8	5	3	1	3	5	7	6	1	3	2	4	4	1	2	9	3
ENSG00000215394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215397	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000215398	26	47	48	20	24	9	2	7	4	3	3	4	30	27	25	1	5	5
ENSG00000215399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215414	1224	1441	2232	1757	1994	1427	1127	1356	872	955	1932	1928	1	1	0	1	1	1
ENSG00000215417	538	987	1253	133	127	70	108	173	90	67	100	123	443	204	350	43	90	56
ENSG00000215418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215421	896	978	1266	1061	1201	1033	673	910	640	753	1168	1356	755	640	901	526	828	598
ENSG00000215424	416	658	847	207	197	113	517	688	437	294	560	514	426	312	421	351	699	457
ENSG00000215428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215440	119	136	150	223	188	101	87	99	85	62	116	155	89	52	87	42	80	61
ENSG00000215441	10	12	24	8	31	29	5	12	1	2	13	21	0	0	0	0	0	0
ENSG00000215444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215447	47	82	106	79	69	55	54	83	59	60	101	82	81	60	80	74	114	78
ENSG00000215448	2	13	19	9	3	1	1	14	6	2	7	5	0	0	0	0	0	0
ENSG00000215450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215452	0	0	1	0	0	0	2	2	0	8	8	5	0	0	0	1	1	0
ENSG00000215454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215458	0	0	0	3	1	1	1	0	0	1	1	1	0	0	0	0	0	0
ENSG00000215462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215464	1	1	2	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000215467	1	0	1	0	0	0	3	5	2	0	0	0	0	0	0	0	0	0
ENSG00000215472	0	0	0	0	0	0	0	0	0	0	0	0	13	12	19	12	34	24
ENSG00000215474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215477	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215481	1	4	0	2	3	3	0	0	0	2	2	0	9	6	6	1	0	2
ENSG00000215482	117	71	116	53	42	103	63	97	45	40	21	82	0	0	0	0	0	0
ENSG00000215483	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000215486	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215492	10958	15965	19979	7405	8226	6571	8384	10309	6730	5950	10184	10448	351	372	469	209	302	273
ENSG00000215493	265	385	538	268	282	251	177	201	173	82	207	184	2	0	0	0	0	0
ENSG00000215498	12	21	16	6	11	7	3	6	1	0	5	8	15	7	16	2	4	3
ENSG00000215504	1	0	0	0	0	1	0	0	1	1	0	0	2	2	3	1	2	1
ENSG00000215506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215512	3	9	17	15	18	7	0	0	0	0	0	0	23	14	29	5	18	8
ENSG00000215513	21	31	42	48	69	33	82	62	48	37	78	113	35	41	67	62	128	76
ENSG00000215515	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000215520	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
